fruit_id,color,length_cm,width_cm,kernel_mass_g,whole_fruit_weight_g,spot_coverage_percent,has_spots,oil_yield_percent,maturity_stage,length_width_ratio,kernel_fruit_ratio,color_encoded
TALISAY_01052,yellow,5.0,2.7,0.494,39.0,0.0,False,58.43,mature,1.852,1.27,1
TALISAY_01923,brown,4.43,3.09,0.391,31.5,0.0,False,53.79,fully_ripe,1.434,1.24,2
TALISAY_00015,green,5.23,3.67,0.52,37.1,0.0,False,45.33,immature,1.425,1.4,0
TALISAY_00707,yellow,5.05,3.58,0.41,36.6,0.0,False,57.65,mature,1.411,1.12,1
TALISAY_00900,yellow,4.9,3.06,0.261,29.7,0.0,False,58.46,mature,1.601,0.88,1
TALISAY_01979,brown,5.61,4.78,0.726,45.2,0.0,False,54.76,fully_ripe,1.174,1.61,2
TALISAY_01572,brown,5.5,4.36,0.57,40.7,0.0,False,57.82,fully_ripe,1.261,1.4,2
TALISAY_00903,yellow,5.05,3.7,0.469,37.4,0.0,False,56.64,mature,1.365,1.25,1
TALISAY_00465,green,5.54,4.44,0.719,47.7,29.4,True,46.46,immature,1.248,1.51,0
TALISAY_01977,brown,5.74,3.78,0.67,42.7,0.0,False,53.9,fully_ripe,1.519,1.57,2
TALISAY_00199,green,5.47,4.47,0.661,49.2,41.7,True,48.91,immature,1.224,1.34,0
TALISAY_01206,yellow,7.0,5.5,0.762,59.4,0.0,False,61.57,mature,1.273,1.28,1
TALISAY_01055,yellow,6.28,5.06,0.862,49.6,13.8,True,61.5,mature,1.241,1.74,1
TALISAY_01131,yellow,5.25,4.21,0.601,34.3,0.0,False,59.8,mature,1.247,1.75,1
TALISAY_01379,yellow,6.22,4.66,0.611,48.7,5.0,False,59.05,mature,1.335,1.25,1
TALISAY_00998,yellow,5.34,3.31,0.4,24.9,0.0,False,59.13,mature,1.613,1.61,1
TALISAY_00727,yellow,6.4,5.33,0.789,57.0,0.0,False,58.28,mature,1.201,1.38,1
TALISAY_01771,brown,6.63,5.5,0.742,60.0,0.0,False,57.64,fully_ripe,1.205,1.24,2
TALISAY_01909,brown,5.83,3.94,0.704,47.5,0.0,False,56.35,fully_ripe,1.48,1.48,2
TALISAY_01821,brown,6.34,4.93,0.545,38.8,0.0,False,55.37,fully_ripe,1.286,1.4,2
TALISAY_00567,yellow,5.8,3.82,0.726,43.6,0.0,False,59.08,mature,1.518,1.67,1
TALISAY_00043,green,5.34,3.75,0.588,37.4,0.0,False,46.45,immature,1.424,1.57,0
TALISAY_00274,green,6.59,4.95,0.752,51.9,0.0,False,49.82,immature,1.331,1.45,0
TALISAY_01096,yellow,6.25,5.22,0.611,51.4,5.7,True,58.01,mature,1.197,1.19,1
TALISAY_00101,green,5.11,2.94,0.426,25.6,34.3,True,47.51,immature,1.738,1.66,0
TALISAY_01231,yellow,5.08,3.46,0.499,32.6,0.0,False,57.69,mature,1.468,1.53,1
TALISAY_01721,brown,5.89,4.18,0.649,47.3,0.0,False,54.42,fully_ripe,1.409,1.37,2
TALISAY_01832,brown,6.87,5.47,0.826,58.4,12.0,True,57.06,fully_ripe,1.256,1.41,2
TALISAY_00107,green,6.41,4.97,0.603,47.1,0.0,False,47.07,immature,1.29,1.28,0
TALISAY_01617,brown,7.0,5.39,0.794,51.6,8.9,True,56.4,fully_ripe,1.299,1.54,2
TALISAY_00497,green,6.41,4.39,0.812,55.8,0.0,False,50.99,immature,1.46,1.46,0
TALISAY_01980,brown,6.5,4.28,0.679,56.2,0.0,False,53.54,fully_ripe,1.519,1.21,2
TALISAY_00881,yellow,4.97,3.12,0.412,32.1,15.4,True,57.86,mature,1.593,1.28,1
TALISAY_00756,yellow,5.39,3.79,0.591,37.2,0.0,False,60.23,mature,1.422,1.59,1
TALISAY_00619,yellow,6.27,4.17,0.9,54.9,0.0,False,59.27,mature,1.504,1.64,1
TALISAY_01106,yellow,6.2,5.04,0.733,50.8,19.2,True,61.28,mature,1.23,1.44,1
TALISAY_01935,brown,5.26,3.77,0.506,37.0,11.7,True,55.35,fully_ripe,1.395,1.37,2
TALISAY_00809,yellow,6.73,4.07,0.9,57.8,0.0,False,58.11,mature,1.654,1.56,1
TALISAY_01037,yellow,5.85,4.84,0.871,54.8,0.0,False,59.2,mature,1.209,1.59,1
TALISAY_00072,green,6.22,4.95,0.581,52.0,0.0,False,46.5,immature,1.257,1.12,0
TALISAY_01283,yellow,6.85,5.5,0.9,48.9,0.0,False,59.41,mature,1.245,1.84,1
TALISAY_01271,yellow,4.83,2.76,0.328,33.6,21.2,True,59.29,mature,1.75,0.98,1
TALISAY_01334,yellow,5.5,4.26,0.548,40.9,0.0,False,59.22,mature,1.291,1.34,1
TALISAY_01458,yellow,4.59,3.0,0.335,30.9,0.0,False,58.0,mature,1.53,1.08,1
TALISAY_00481,green,5.78,4.0,0.649,41.6,0.0,False,49.28,immature,1.445,1.56,0
TALISAY_01068,yellow,5.55,4.17,0.507,47.6,0.0,False,57.49,mature,1.331,1.07,1
TALISAY_00506,yellow,4.89,3.79,0.327,36.3,0.0,False,56.83,mature,1.29,0.9,1
TALISAY_01237,yellow,5.58,4.78,0.661,49.8,0.0,False,61.12,mature,1.167,1.33,1
TALISAY_01861,brown,6.43,5.29,0.614,42.1,0.0,False,54.53,fully_ripe,1.216,1.46,2
TALISAY_01989,brown,4.89,3.79,0.56,29.0,0.0,False,56.21,fully_ripe,1.29,1.93,2
TALISAY_01476,yellow,6.65,5.5,0.9,54.2,13.8,True,61.02,mature,1.209,1.66,1
TALISAY_01866,brown,4.83,3.35,0.278,34.1,0.0,False,53.22,fully_ripe,1.442,0.82,2
TALISAY_01455,yellow,5.07,3.94,0.46,37.3,0.0,False,58.98,mature,1.287,1.23,1
TALISAY_00311,green,4.77,3.08,0.281,26.2,0.0,False,45.0,immature,1.549,1.07,0
TALISAY_00962,yellow,4.63,3.58,0.386,26.4,0.0,False,58.58,mature,1.293,1.46,1
TALISAY_00405,green,6.04,3.55,0.759,43.0,25.2,True,48.53,immature,1.701,1.77,0
TALISAY_01330,yellow,4.6,3.92,0.371,26.3,18.0,True,56.95,mature,1.173,1.41,1
TALISAY_01649,brown,7.0,5.5,0.877,56.1,0.0,False,57.44,fully_ripe,1.273,1.56,2
TALISAY_00309,green,6.08,4.43,0.781,49.1,33.5,True,47.88,immature,1.372,1.59,0
TALISAY_00226,green,4.6,2.86,0.362,33.3,9.7,True,47.97,immature,1.608,1.09,0
TALISAY_01857,brown,6.39,4.33,0.599,51.2,0.0,False,56.11,fully_ripe,1.476,1.17,2
TALISAY_00710,yellow,6.05,4.04,0.468,35.6,0.0,False,59.04,mature,1.498,1.31,1
TALISAY_01943,brown,6.44,5.5,0.718,55.5,0.0,False,55.42,fully_ripe,1.171,1.29,2
TALISAY_01383,yellow,6.05,4.19,0.676,50.1,0.0,False,58.86,mature,1.444,1.35,1
TALISAY_01785,brown,5.05,3.15,0.482,28.9,0.0,False,56.53,fully_ripe,1.603,1.67,2
TALISAY_00148,green,5.06,3.42,0.496,28.0,39.8,True,45.0,immature,1.48,1.77,0
TALISAY_01554,brown,4.5,3.51,0.506,34.8,0.0,False,55.32,fully_ripe,1.282,1.45,2
TALISAY_01956,brown,6.98,5.19,0.812,60.0,0.0,False,57.32,fully_ripe,1.345,1.35,2
TALISAY_00925,yellow,5.71,3.3,0.579,41.4,4.2,False,57.76,mature,1.73,1.4,1
TALISAY_00942,yellow,5.36,3.27,0.508,34.6,0.0,False,58.3,mature,1.639,1.47,1
TALISAY_00836,yellow,5.34,2.95,0.252,32.8,5.7,True,57.82,mature,1.81,0.77,1
TALISAY_00575,yellow,4.25,3.02,0.202,28.0,19.7,True,56.87,mature,1.407,0.72,1
TALISAY_00557,yellow,5.61,3.95,0.681,48.2,0.0,False,57.02,mature,1.42,1.41,1
TALISAY_01235,yellow,5.44,4.12,0.757,39.3,20.8,True,59.76,mature,1.32,1.93,1
TALISAY_01360,yellow,5.63,4.44,0.535,40.6,14.2,True,58.36,mature,1.268,1.32,1
TALISAY_01347,yellow,6.04,4.58,0.704,53.3,0.0,False,57.57,mature,1.319,1.32,1
TALISAY_01161,yellow,6.18,4.47,0.594,53.7,0.0,False,59.38,mature,1.383,1.11,1
TALISAY_01442,yellow,5.31,3.58,0.372,37.2,0.0,False,60.22,mature,1.483,1.0,1
TALISAY_00286,green,5.9,4.6,0.769,43.7,42.8,True,46.86,immature,1.283,1.76,0
TALISAY_01604,brown,6.63,4.35,0.836,50.6,25.7,True,55.33,fully_ripe,1.524,1.65,2
TALISAY_01057,yellow,5.62,4.27,0.714,41.4,18.8,True,59.9,mature,1.316,1.72,1
TALISAY_00598,yellow,6.34,4.76,0.604,56.5,0.0,False,58.46,mature,1.332,1.07,1
TALISAY_00932,yellow,5.77,3.84,0.666,51.0,14.6,True,60.36,mature,1.503,1.31,1
TALISAY_01461,yellow,5.6,3.82,0.498,42.1,0.0,False,59.83,mature,1.466,1.18,1
TALISAY_01637,brown,6.45,4.82,0.784,53.9,0.0,False,56.11,fully_ripe,1.338,1.45,2
TALISAY_01587,brown,4.7,3.63,0.186,28.9,0.0,False,54.46,fully_ripe,1.295,0.64,2
TALISAY_01040,yellow,5.76,3.88,0.614,43.9,0.0,False,60.95,mature,1.485,1.4,1
TALISAY_01230,yellow,6.05,4.73,0.755,46.2,0.0,False,59.1,mature,1.279,1.63,1
TALISAY_00806,yellow,6.77,4.74,0.794,60.0,0.0,False,60.48,mature,1.428,1.32,1
TALISAY_00904,yellow,5.09,3.7,0.243,36.2,0.0,False,58.44,mature,1.376,0.67,1
TALISAY_01679,brown,5.65,3.51,0.753,45.5,0.0,False,58.6,fully_ripe,1.61,1.65,2
TALISAY_01204,yellow,6.86,5.32,0.9,57.0,10.0,True,60.5,mature,1.289,1.58,1
TALISAY_00767,yellow,6.01,4.21,0.72,38.5,0.0,False,58.35,mature,1.428,1.87,1
TALISAY_00609,yellow,5.35,3.72,0.627,35.6,0.0,False,57.12,mature,1.438,1.76,1
TALISAY_01992,brown,4.43,3.6,0.511,41.4,0.0,False,54.63,fully_ripe,1.231,1.23,2
TALISAY_01564,brown,6.07,4.43,0.637,52.2,11.9,True,55.02,fully_ripe,1.37,1.22,2
TALISAY_01422,yellow,6.99,5.04,0.869,60.0,0.0,False,60.02,mature,1.387,1.45,1
TALISAY_01010,yellow,6.47,5.01,0.749,57.0,0.0,False,60.61,mature,1.291,1.31,1
TALISAY_00493,green,6.66,5.44,0.609,53.5,0.0,False,48.18,immature,1.224,1.14,0
TALISAY_01320,yellow,4.65,3.74,0.293,21.9,0.0,False,57.92,mature,1.243,1.34,1
TALISAY_00277,green,6.69,5.5,0.9,60.0,0.0,False,49.47,immature,1.216,1.5,0
TALISAY_01846,brown,6.43,5.5,0.773,59.2,0.0,False,56.52,fully_ripe,1.169,1.31,2
TALISAY_00358,green,5.31,3.47,0.459,28.5,5.8,True,50.76,immature,1.53,1.61,0
TALISAY_01110,yellow,7.0,5.23,0.811,57.3,0.0,False,59.61,mature,1.338,1.42,1
TALISAY_00236,green,5.72,4.25,0.634,39.8,35.9,True,46.97,immature,1.346,1.59,0
TALISAY_00551,yellow,6.53,4.39,0.777,56.6,0.0,False,58.66,mature,1.487,1.37,1
TALISAY_01867,brown,4.8,3.25,0.431,22.9,0.0,False,56.51,fully_ripe,1.477,1.88,2
TALISAY_01812,brown,4.73,4.02,0.515,35.0,17.5,True,55.91,fully_ripe,1.177,1.47,2
TALISAY_00208,green,5.1,4.5,0.527,53.0,0.0,False,47.3,immature,1.133,0.99,0
TALISAY_01386,yellow,5.25,3.04,0.513,30.7,19.5,True,58.77,mature,1.727,1.67,1
TALISAY_01560,brown,6.17,4.9,0.756,54.9,10.3,True,58.46,fully_ripe,1.259,1.38,2
TALISAY_00058,green,5.88,4.73,0.713,45.6,11.0,True,50.14,immature,1.243,1.56,0
TALISAY_00631,yellow,5.44,4.23,0.386,42.2,0.0,False,59.7,mature,1.286,0.91,1
TALISAY_01961,brown,6.27,4.59,0.733,52.2,0.0,False,57.31,fully_ripe,1.366,1.4,2
TALISAY_01859,brown,6.33,4.57,0.781,52.2,13.0,True,56.83,fully_ripe,1.385,1.5,2
TALISAY_01816,brown,6.65,5.22,0.806,60.0,0.0,False,56.69,fully_ripe,1.274,1.34,2
TALISAY_00363,green,7.0,4.84,0.9,57.1,8.1,True,46.92,immature,1.446,1.58,0
TALISAY_00505,yellow,7.0,5.15,0.9,60.0,7.1,True,59.93,mature,1.359,1.5,1
TALISAY_01165,yellow,7.0,5.28,0.783,60.0,0.0,False,61.17,mature,1.326,1.31,1
TALISAY_01121,yellow,5.08,2.7,0.439,31.8,0.0,False,58.01,mature,1.881,1.38,1
TALISAY_01629,brown,4.91,3.5,0.422,38.2,0.0,False,55.82,fully_ripe,1.403,1.1,2
TALISAY_01216,yellow,6.23,4.16,0.747,52.9,0.0,False,58.65,mature,1.498,1.41,1
TALISAY_01151,yellow,5.69,4.27,0.662,50.0,0.0,False,59.12,mature,1.333,1.32,1
TALISAY_01124,yellow,5.66,4.06,0.503,42.3,18.5,True,59.68,mature,1.394,1.19,1
TALISAY_01594,brown,6.96,5.24,0.799,52.4,0.0,False,54.45,fully_ripe,1.328,1.52,2
TALISAY_00118,green,4.8,3.29,0.388,39.4,48.6,True,48.65,immature,1.459,0.98,0
TALISAY_01249,yellow,6.83,5.5,0.897,53.3,0.0,False,61.85,mature,1.242,1.68,1
TALISAY_01993,brown,6.62,4.74,0.871,52.1,0.0,False,57.29,fully_ripe,1.397,1.67,2
TALISAY_00522,yellow,5.74,4.26,0.704,52.2,0.0,False,61.05,mature,1.347,1.35,1
TALISAY_00513,yellow,5.47,4.64,0.526,34.2,0.0,False,58.65,mature,1.179,1.54,1
TALISAY_00081,green,7.0,5.07,0.873,51.7,0.0,False,47.36,immature,1.381,1.69,0
TALISAY_00915,yellow,6.38,4.78,0.836,53.1,0.0,False,60.01,mature,1.335,1.57,1
TALISAY_01018,yellow,6.63,4.88,0.654,49.9,15.7,True,58.69,mature,1.359,1.31,1
TALISAY_00380,green,4.95,3.94,0.621,41.7,0.0,False,46.63,immature,1.256,1.49,0
TALISAY_01029,yellow,4.83,3.36,0.561,20.3,13.6,True,59.23,mature,1.438,2.76,1
TALISAY_01688,brown,5.73,4.78,0.585,52.8,0.0,False,54.99,fully_ripe,1.199,1.11,2
TALISAY_00084,green,5.76,4.85,0.644,48.1,0.0,False,45.0,immature,1.188,1.34,0
TALISAY_01677,brown,5.18,2.97,0.423,30.1,0.0,False,56.35,fully_ripe,1.744,1.41,2
TALISAY_00329,green,5.35,4.05,0.635,36.7,18.8,True,46.61,immature,1.321,1.73,0
TALISAY_00006,green,5.98,4.24,0.59,48.3,41.7,True,48.93,immature,1.41,1.22,0
TALISAY_00745,yellow,4.88,3.62,0.417,36.0,0.0,False,57.67,mature,1.348,1.16,1
TALISAY_01553,brown,5.71,3.78,0.481,30.5,0.0,False,53.3,fully_ripe,1.511,1.58,2
TALISAY_00914,yellow,5.49,4.09,0.591,43.0,0.0,False,59.36,mature,1.342,1.37,1
TALISAY_00873,yellow,5.96,3.91,0.588,42.0,0.0,False,58.76,mature,1.524,1.4,1
TALISAY_00451,green,6.14,4.42,0.519,45.3,33.1,True,45.52,immature,1.389,1.15,0
TALISAY_00490,green,5.74,4.92,0.564,44.8,13.1,True,48.2,immature,1.167,1.26,0
TALISAY_01480,yellow,5.98,4.35,0.726,46.6,0.0,False,60.11,mature,1.375,1.56,1
TALISAY_00287,green,5.14,2.83,0.332,29.6,0.0,False,47.6,immature,1.816,1.12,0
TALISAY_00948,yellow,5.63,4.34,0.697,40.3,0.0,False,57.79,mature,1.297,1.73,1
TALISAY_01985,brown,5.81,4.36,0.732,48.3,0.0,False,55.58,fully_ripe,1.333,1.52,2
TALISAY_01368,yellow,6.83,5.5,0.817,54.0,0.0,False,60.81,mature,1.242,1.51,1
TALISAY_01146,yellow,5.55,4.07,0.655,32.3,0.0,False,58.37,mature,1.364,2.03,1
TALISAY_00705,yellow,5.49,4.03,0.451,38.8,0.0,False,57.74,mature,1.362,1.16,1
TALISAY_01726,brown,6.8,4.55,0.765,48.0,0.0,False,59.25,fully_ripe,1.495,1.59,2
TALISAY_01701,brown,6.8,5.5,0.9,60.0,0.0,False,56.34,fully_ripe,1.236,1.5,2
TALISAY_01628,brown,6.26,5.09,0.779,52.1,0.0,False,54.38,fully_ripe,1.23,1.5,2
TALISAY_01599,brown,5.87,4.38,0.632,43.1,0.0,False,56.27,fully_ripe,1.34,1.47,2
TALISAY_01538,brown,5.97,4.49,0.683,38.2,27.9,True,54.12,fully_ripe,1.33,1.79,2
TALISAY_01405,yellow,6.45,4.65,0.651,49.7,0.0,False,58.79,mature,1.387,1.31,1
TALISAY_01650,brown,5.51,3.56,0.609,40.7,0.0,False,55.61,fully_ripe,1.548,1.5,2
TALISAY_00327,green,7.0,5.42,0.829,60.0,41.0,True,49.03,immature,1.292,1.38,0
TALISAY_00442,green,6.8,5.02,0.9,56.1,14.5,True,45.0,immature,1.355,1.6,0
TALISAY_00774,yellow,4.74,2.94,0.312,23.7,15.3,True,57.7,mature,1.612,1.32,1
TALISAY_01087,yellow,5.16,2.76,0.307,36.1,7.1,True,58.73,mature,1.87,0.85,1
TALISAY_01220,yellow,6.63,4.8,0.713,43.2,19.3,True,60.92,mature,1.381,1.65,1
TALISAY_01635,brown,5.48,3.87,0.484,39.7,0.0,False,55.98,fully_ripe,1.416,1.22,2
TALISAY_00177,green,4.5,3.85,0.437,43.7,39.0,True,47.32,immature,1.169,1.0,0
TALISAY_01322,yellow,6.03,3.86,0.525,39.8,0.0,False,58.33,mature,1.562,1.32,1
TALISAY_00704,yellow,5.08,2.8,0.442,30.6,14.6,True,60.35,mature,1.814,1.44,1
TALISAY_00086,green,7.0,5.5,0.879,59.9,30.9,True,46.6,immature,1.273,1.47,0
TALISAY_01883,brown,5.79,4.64,0.745,41.6,15.8,True,55.34,fully_ripe,1.248,1.79,2
TALISAY_01947,brown,6.2,4.46,0.816,49.5,24.7,True,54.41,fully_ripe,1.39,1.65,2
TALISAY_00457,green,5.96,5.1,0.849,54.6,20.4,True,46.62,immature,1.169,1.55,0
TALISAY_01828,brown,6.54,4.75,0.642,51.1,0.0,False,58.08,fully_ripe,1.377,1.26,2
TALISAY_00054,green,4.64,3.06,0.389,25.0,48.6,True,46.94,immature,1.516,1.56,0
TALISAY_01501,brown,5.85,4.36,0.679,43.4,0.0,False,56.53,fully_ripe,1.342,1.56,2
TALISAY_00643,yellow,7.0,5.5,0.825,60.0,20.0,True,59.12,mature,1.273,1.38,1
TALISAY_00677,yellow,5.67,4.27,0.512,40.1,0.0,False,58.87,mature,1.328,1.28,1
TALISAY_00221,green,5.18,3.18,0.361,34.9,28.6,True,45.73,immature,1.629,1.03,0
TALISAY_00113,green,6.27,4.75,0.883,59.6,0.0,False,48.7,immature,1.32,1.48,0
TALISAY_00982,yellow,5.47,4.08,0.821,41.7,0.0,False,58.82,mature,1.341,1.97,1
TALISAY_01228,yellow,4.97,2.7,0.484,31.6,0.0,False,58.53,mature,1.841,1.53,1
TALISAY_00999,yellow,5.71,3.98,0.547,46.5,0.0,False,58.32,mature,1.435,1.18,1
TALISAY_00174,green,5.43,3.66,0.508,45.4,20.0,True,48.08,immature,1.484,1.12,0
TALISAY_00781,yellow,4.99,3.74,0.274,34.1,0.0,False,59.22,mature,1.334,0.8,1
TALISAY_00589,yellow,4.91,3.62,0.419,27.8,0.0,False,58.08,mature,1.356,1.51,1
TALISAY_01559,brown,6.04,3.93,0.615,37.1,0.0,False,56.47,fully_ripe,1.537,1.66,2
TALISAY_00018,green,4.79,3.77,0.393,42.6,0.0,False,45.96,immature,1.271,0.92,0
TALISAY_00423,green,5.2,3.32,0.297,36.8,41.4,True,46.97,immature,1.566,0.81,0
TALISAY_01343,yellow,6.34,5.02,0.79,49.5,0.0,False,59.83,mature,1.263,1.6,1
TALISAY_00285,green,6.24,4.46,0.591,44.8,11.0,True,45.0,immature,1.399,1.32,0
TALISAY_01583,brown,4.58,3.0,0.403,33.9,0.0,False,55.34,fully_ripe,1.527,1.19,2
TALISAY_00428,green,5.64,4.3,0.66,44.2,35.4,True,46.84,immature,1.312,1.49,0
TALISAY_01509,brown,6.1,3.85,0.593,46.9,18.7,True,53.86,fully_ripe,1.584,1.26,2
TALISAY_01318,yellow,6.9,4.84,0.709,51.8,10.9,True,59.13,mature,1.426,1.37,1
TALISAY_00669,yellow,6.7,4.86,0.852,54.4,0.0,False,58.58,mature,1.379,1.57,1
TALISAY_00031,green,4.69,3.61,0.507,33.5,39.6,True,46.53,immature,1.299,1.51,0
TALISAY_00940,yellow,5.25,4.77,0.666,41.7,0.0,False,59.19,mature,1.101,1.6,1
TALISAY_00722,yellow,4.95,3.03,0.265,28.0,0.0,False,58.39,mature,1.634,0.95,1
TALISAY_00994,yellow,4.68,3.81,0.397,31.8,11.2,True,57.43,mature,1.228,1.25,1
TALISAY_00214,green,6.63,4.47,0.832,54.0,24.3,True,49.18,immature,1.483,1.54,0
TALISAY_00813,yellow,5.32,3.67,0.527,35.9,0.0,False,55.75,mature,1.45,1.47,1
TALISAY_00326,green,6.26,4.82,0.63,50.0,0.0,False,47.84,immature,1.299,1.26,0
TALISAY_00560,yellow,6.09,4.61,0.584,49.6,0.0,False,60.49,mature,1.321,1.18,1
TALISAY_01112,yellow,5.81,4.43,0.645,38.9,7.8,True,58.7,mature,1.312,1.66,1
TALISAY_00700,yellow,6.4,5.36,0.9,55.5,0.0,False,61.27,mature,1.194,1.62,1
TALISAY_01578,brown,5.47,4.54,0.665,44.4,0.0,False,56.24,fully_ripe,1.205,1.5,2
TALISAY_01189,yellow,5.72,3.79,0.553,48.5,3.1,False,59.62,mature,1.509,1.14,1
TALISAY_00341,green,5.53,3.47,0.497,37.4,0.0,False,46.63,immature,1.594,1.33,0
TALISAY_00629,yellow,6.05,4.32,0.743,48.5,19.4,True,57.1,mature,1.4,1.53,1
TALISAY_00147,green,5.67,4.45,0.586,47.5,31.7,True,45.0,immature,1.274,1.23,0
TALISAY_01309,yellow,7.0,5.33,0.807,60.0,0.0,False,60.01,mature,1.313,1.34,1
TALISAY_00360,green,5.99,5.05,0.793,60.0,43.5,True,48.11,immature,1.186,1.32,0
TALISAY_00083,green,6.21,4.85,0.742,58.0,0.0,False,49.49,immature,1.28,1.28,0
TALISAY_00048,green,6.18,4.36,0.651,41.6,26.1,True,48.13,immature,1.417,1.56,0
TALISAY_00468,green,5.74,4.96,0.625,56.6,36.6,True,45.0,immature,1.157,1.1,0
TALISAY_00155,green,6.33,5.16,0.839,60.0,0.0,False,48.35,immature,1.227,1.4,0
TALISAY_00772,yellow,5.79,4.05,0.675,34.5,24.3,True,57.65,mature,1.43,1.96,1
TALISAY_01239,yellow,5.75,4.88,0.602,40.1,19.3,True,60.03,mature,1.178,1.5,1
TALISAY_01200,yellow,6.84,5.5,0.886,60.0,0.0,False,57.75,mature,1.244,1.48,1
TALISAY_01402,yellow,5.64,4.41,0.518,49.5,0.0,False,58.07,mature,1.279,1.05,1
TALISAY_01202,yellow,5.74,3.91,0.604,49.6,0.0,False,58.87,mature,1.468,1.22,1
TALISAY_01630,brown,4.87,3.8,0.523,38.9,0.0,False,55.28,fully_ripe,1.282,1.34,2
TALISAY_00500,yellow,5.03,4.02,0.438,20.1,0.0,False,58.51,mature,1.251,2.18,1
TALISAY_01764,brown,4.85,3.84,0.281,33.3,0.0,False,55.82,fully_ripe,1.263,0.84,2
TALISAY_00179,green,5.51,3.41,0.339,39.9,0.0,False,50.05,immature,1.616,0.85,0
TALISAY_01047,yellow,5.34,4.16,0.531,39.7,0.0,False,57.63,mature,1.284,1.34,1
TALISAY_01755,brown,6.21,5.5,0.814,49.1,0.0,False,57.32,fully_ripe,1.129,1.66,2
TALISAY_00950,yellow,6.07,4.23,0.747,50.3,0.0,False,58.08,mature,1.435,1.49,1
TALISAY_01316,yellow,5.47,4.76,0.549,44.7,22.1,True,58.79,mature,1.149,1.23,1
TALISAY_01619,brown,6.27,3.99,0.682,45.2,25.2,True,53.98,fully_ripe,1.571,1.51,2
TALISAY_00528,yellow,5.67,4.85,0.611,42.4,0.0,False,59.27,mature,1.169,1.44,1
TALISAY_00346,green,4.98,4.26,0.638,32.9,0.0,False,46.87,immature,1.169,1.94,0
TALISAY_01387,yellow,5.68,4.12,0.429,40.7,0.0,False,58.21,mature,1.379,1.05,1
TALISAY_01960,brown,5.4,4.32,0.541,36.0,0.0,False,54.73,fully_ripe,1.25,1.5,2
TALISAY_01050,yellow,6.53,4.77,0.498,47.8,9.1,True,58.64,mature,1.369,1.04,1
TALISAY_01972,brown,4.97,3.73,0.394,32.3,0.0,False,55.27,fully_ripe,1.332,1.22,2
TALISAY_01441,yellow,6.72,4.62,0.833,56.7,0.0,False,60.94,mature,1.455,1.47,1
TALISAY_00601,yellow,6.3,4.17,0.627,47.3,0.0,False,59.28,mature,1.511,1.33,1
TALISAY_01281,yellow,6.15,4.4,0.628,47.6,12.0,True,58.03,mature,1.398,1.32,1
TALISAY_00243,green,5.17,3.64,0.451,39.7,18.5,True,45.0,immature,1.42,1.14,0
TALISAY_01336,yellow,5.6,4.42,0.5,46.4,0.0,False,56.89,mature,1.267,1.08,1
TALISAY_01067,yellow,5.8,4.4,0.604,39.6,2.2,False,60.66,mature,1.318,1.53,1
TALISAY_01475,yellow,4.85,3.05,0.254,33.8,13.6,True,59.15,mature,1.59,0.75,1
TALISAY_00312,green,6.83,5.5,0.9,54.8,30.4,True,50.77,immature,1.242,1.64,0
TALISAY_00435,green,5.06,4.28,0.575,33.6,0.0,False,47.86,immature,1.182,1.71,0
TALISAY_01898,brown,5.15,3.41,0.388,33.4,0.0,False,56.68,fully_ripe,1.51,1.16,2
TALISAY_01328,yellow,6.57,4.9,0.9,57.4,0.0,False,59.02,mature,1.341,1.57,1
TALISAY_00308,green,6.38,4.47,0.687,56.1,0.0,False,46.36,immature,1.427,1.22,0
TALISAY_00430,green,5.92,3.86,0.68,44.9,0.0,False,48.1,immature,1.534,1.51,0
TALISAY_00660,yellow,5.08,3.87,0.481,39.0,0.0,False,57.13,mature,1.313,1.23,1
TALISAY_00370,green,5.52,4.82,0.665,49.1,0.0,False,49.09,immature,1.145,1.35,0
TALISAY_00566,yellow,6.47,4.7,0.865,51.8,11.7,True,59.98,mature,1.377,1.67,1
TALISAY_00979,yellow,6.46,4.94,0.709,40.2,14.3,True,58.73,mature,1.308,1.76,1
TALISAY_00181,green,5.48,3.74,0.45,40.5,48.9,True,45.44,immature,1.465,1.11,0
TALISAY_01362,yellow,5.14,3.91,0.58,35.2,0.0,False,58.69,mature,1.315,1.65,1
TALISAY_00621,yellow,6.77,4.88,0.835,50.7,0.0,False,61.06,mature,1.387,1.65,1
TALISAY_00818,yellow,6.67,5.02,0.842,60.0,12.2,True,60.03,mature,1.329,1.4,1
TALISAY_01192,yellow,5.51,4.64,0.639,40.0,0.0,False,61.49,mature,1.188,1.6,1
TALISAY_00952,yellow,5.68,3.6,0.521,33.2,0.0,False,57.81,mature,1.578,1.57,1
TALISAY_01421,yellow,7.0,5.5,0.9,60.0,0.0,False,59.82,mature,1.273,1.5,1
TALISAY_01840,brown,6.09,4.32,0.685,43.4,0.0,False,56.5,fully_ripe,1.41,1.58,2
TALISAY_00922,yellow,6.47,5.02,0.9,58.1,23.7,True,59.54,mature,1.289,1.55,1
TALISAY_01073,yellow,4.78,2.76,0.384,27.4,0.0,False,57.55,mature,1.732,1.4,1
TALISAY_00296,green,5.31,2.95,0.591,28.3,5.4,True,48.19,immature,1.8,2.09,0
TALISAY_00966,yellow,6.44,4.8,0.724,48.4,0.0,False,57.1,mature,1.342,1.5,1
